text,airline_sentiment
sent confirmation via dm thank much,positive
board customer onto plane pilot thing expedited time line book new flight come,negative
would great k u,positive
stuck tarmac last hour beer,negative
recent service bad nc trip aweful disappointed never,negative
freezing gate bridgewaitingforbagsunitedewr,negative
landed pm standing waiting bag loaded plane sidewhy isnt crew heretiredcustomer,negative
need plane get buffalo leave tonight progress,negative
rebooked however would nice wait extra min airport make right,negative
enough already poor service old plane ridiculous routing k time find new airline status match,negative
waiting hour finally board airplane find call maintenance plane cold😡,negative
broke suitcase amp refuse give repair estimate,negative
scheduled flight crew competent person working airline,negative
help chicago get gate freezing runway seems like crappy thing pm,negative
let go join first trip back nyc…as tourist,neutral
thanks kp whats going w tonight bad update online phone cant u give customer good info waste time,negative
got lost kindle mail thanks,positive
z code airfare refundable,neutral
didnt notice start boarding assumed e time boarding started gas cleared standby full flt,neutral
knew flight delayed mht alb ewr get crew arrival late flightr departure update site,negative
wtf cant update time timely manner youve known fight delayed ur service awful,negative
want book multicity fare mile flight option pay st flight mile nd ump visa thanks,neutral
waiting plane long missed connecting flight left early thats last flight tonight help,negative
ord gate c flt remember customer valuable hard nice someone lugging guitar amp carryons,negative
worst service ever denied access flight moved flight time hard schedule gate next time,negative
im denver bag san jose see something wrong,negative
know bad youre praying connecting flight delayed hour delay first flight justgetmehome,negative
playing hide seek gate cant find minute,negative
flight ord delayed air force one last flight sbn min landed,negative
flight really cheap whats catch,neutral
lgjwb voluntarily rerouted st leg journey economy supposed b re agent said shed reserve,neutral
hr late flightr still cant figure random text update embarrassing ua,negative
stop picking u cle,negative
booked flight sept get best price april usa checked € cheaper con unhappy customer ripoff,negative
big properly manage flight time thing time least prepared gate land,negative
id rather truth flight forced sit day trying get home,negative
leaving soon thanks,positive
another delayed day delayed outbound delayed inbound waiting ewr gate ready ready,negative
cancelled flighted mileage plus award reservation gc day yet see mile back despite agent confirmation,negative
partner booked individual reservation flight pr silver share premier privilege somehow,neutral
gate change minute flight roanoke flight sou fall ohare painful,negative
nut said flight ground still albany wont plane someone compensating,negative
doumented via link however four month response suggest shall expect one,negative
yall zero concept customer service ohand connection delayed,negative
curious youd board flight without pilot seems crucial flight process,negative
